Date,Lat,Lon,Alt,S Lat,S Lon,S Alt,Distance,Power,772,850,2400,5100,Building Count
2023-6-1 13:34,36.351236,127.349166,56.4,36.351004,127.34693,47,199.0051,-90.16,-50.16932,-51.00535,-60.0212,-66.56838,0
2023-6-1 13:34,36.351234,127.349166,57.8,36.351004,127.34693,47,198.978,-102.19,-50.16814,-51.00417,-60.02002,-66.5672,0
2023-6-1 13:34,36.35123,127.349165,59.2,36.351004,127.34693,47,198.7687,-92.3,-50.159,-50.99503,-60.01087,-66.55806,0
2023-6-1 13:34,36.351227,127.349165,60.7,36.351004,127.34693,47,198.9964,-93.75,-50.16895,-51.00497,-60.02082,-66.56801,0
2023-6-1 13:34,36.351224,127.349165,62.2,36.351004,127.34693,47,199.0475,-94.59,-50.17117,-51.0072,-60.02305,-66.57023,0
2023-6-1 13:34,36.351222,127.349165,63.6,36.351004,127.34693,47,199.0572,-96.09,-50.1716,-51.00763,-60.02347,-66.57066,0
2023-6-1 13:34,36.351219,127.349164,65.1,36.351004,127.34693,47,199.1323,-93.09,-50.17487,-51.0109,-60.02675,-66.57393,0
2023-6-1 13:34,36.351216,127.349165,66.5,36.351004,127.34693,47,199.3561,-90.31,-50.18463,-51.02066,-60.0365,-66.58369,0
2023-6-1 13:34,36.351213,127.349165,68,36.351004,127.34693,47,199.2594,-79.77,-50.18041,-51.01644,-60.03229,-66.57948,0
2023-6-1 13:34,36.351211,127.349165,69.4,36.351004,127.34693,47,199.55,-76.7,-50.19307,-51.0291,-60.04495,-66.59213,0
2023-6-1 13:34,36.351208,127.349165,70.9,36.351004,127.34693,47,199.6743,-79.61,-50.19848,-51.03451,-60.05035,-66.59754,0
2023-6-1 13:34,36.351206,127.349166,72.4,36.351004,127.34693,47,199.7398,-72.68,-50.20133,-51.03736,-60.05321,-66.60039,0
2023-6-1 13:34,36.351203,127.349166,73.9,36.351004,127.34693,47,200.0606,-73.67,-50.21527,-51.0513,-60.06715,-66.61433,0
2023-6-1 13:34,36.351201,127.349166,75.4,36.351004,127.34693,47,200.2202,-69.77,-50.22219,-51.05822,-60.07407,-66.62125,0
