Date,Lat,Lon,Alt,S Lat,S Lon,S Alt,Distance,Power,772,850,2400,5100,Building Count
2023-08-08 13:57:54,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-64.51,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:57:55,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.62,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:57:56,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-64.1,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:57:57,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.62,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:57:58,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.4,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:57:59,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-64.41,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:00,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-64.21,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:01,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-64.56,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:02,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.2,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:03,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-61.98,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:04,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.58,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:05,36.351324,127.349071,48,36.350316,127.351399,45.5,233.4505,-62.25,-45.55624,-46.69226,-58.30811,-68.5553,0
2023-08-08 13:58:06,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.42,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:07,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.79,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:08,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-61.7,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:09,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.45,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:10,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.67,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:11,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.22,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:12,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.47,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:13,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.15,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:14,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.12,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:15,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.43,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:16,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.4,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:17,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.29,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:18,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.16,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:19,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.05,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:20,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.67,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:21,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.82,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:22,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.27,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:23,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.16,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:24,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-61.38,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:25,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.18,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:26,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.62,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:27,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.53,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:28,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.98,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:29,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.21,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:30,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.13,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:31,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.34,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:32,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.7,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:33,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.6,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:34,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-63.15,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:35,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.61,-45.55442,-46.69045,-58.30629,-68.55348,0
2023-08-08 13:58:36,36.351324,127.349071,48.1,36.350316,127.351399,45.5,233.4017,-62.74,-45.55442,-46.69045,-58.30629,-68.55348,0
